DATE,Year,Month,Week,Facility_Name,Total_Traffic,Cash,EZPass,Violations,Violation_Rate
2013-06-03,2013,6,23,GWB_Lower,59919,9686,48585,1648,0.027503796792336322
2013-06-04,2013,6,23,GWB_Lower,60475,8720,50170,1585,0.026209177346010748
2013-06-05,2013,6,23,GWB_Lower,59807,8741,49490,1576,0.026351430434564515
2013-06-06,2013,6,23,GWB_Lower,61251,8559,51049,1643,0.026824051852214658
2013-06-07,2013,6,23,GWB_Lower,56001,8467,45756,1778,0.031749433045838465
2013-06-08,2013,6,23,GWB_Lower,51132,10257,38820,2055,0.040190096221544236
2013-06-09,2013,6,23,GWB_Lower,47194,9238,36316,1640,0.034750180107640805
2013-06-10,2013,6,24,GWB_Lower,58503,7872,48790,1841,0.031468471702305864
2013-06-11,2013,6,24,GWB_Lower,59616,8248,49716,1652,0.027710681696188944
2013-06-12,2013,6,24,GWB_Lower,58040,8276,48265,1499,0.025827015851137145
2013-06-13,2013,6,24,GWB_Lower,56055,7681,46846,1528,0.02725894211042726
2013-06-14,2013,6,24,GWB_Lower,65612,10338,53259,2015,0.030710845577028592
2013-06-15,2013,6,24,GWB_Lower,56572,11387,43033,2152,0.03804001979777982
2013-06-16,2013,6,24,GWB_Lower,60271,10820,47072,2379,0.03947171940070681
2013-06-17,2013,6,25,GWB_Lower,58066,8005,48175,1886,0.032480281059484035
2013-06-18,2013,6,25,GWB_Lower,56089,7835,46779,1475,0.026297491486744283
2013-06-19,2013,6,25,GWB_Lower,58539,8570,48329,1640,0.02801551102683681
2013-06-20,2013,6,25,GWB_Lower,61444,8739,51059,1646,0.026788620532517415
2013-06-21,2013,6,25,GWB_Lower,62881,10238,50375,2268,0.03606812868752087
2013-06-22,2013,6,25,GWB_Lower,60755,12240,45660,2855,0.04699201711793268
2013-06-23,2013,6,25,GWB_Lower,63830,11686,49286,2858,0.04477518408271972
2013-06-24,2013,6,26,GWB_Lower,60602,8484,49928,2190,0.03613742120722088
2013-06-25,2013,6,26,GWB_Lower,60493,8247,50256,1990,0.032896368174830146
2013-06-26,2013,6,26,GWB_Lower,61279,8423,50810,2046,0.03338827330733204
2013-06-27,2013,6,26,GWB_Lower,66038,9272,54648,2118,0.032072443138798874
2013-06-28,2013,6,26,GWB_Lower,62426,10127,50045,2254,0.03610675039246468
2013-06-29,2013,6,26,GWB_Lower,63292,12707,47575,3010,0.047557353219996205
2013-06-30,2013,6,26,GWB_Lower,61354,11089,47646,2619,0.04268670339342178
2013-07-01,2013,7,27,GWB_Lower,58914,8794,48095,2025,0.034372135655362054
2013-07-02,2013,7,27,GWB_Lower,55828,8511,45742,1575,0.028211650068066203
2013-07-03,2013,7,27,GWB_Lower,58137,9551,46757,1829,0.031460171663484526
2013-07-04,2013,7,27,GWB_Lower,40538,8437,29998,2103,0.0518772509743944
2013-07-05,2013,7,27,GWB_Lower,53241,9821,40991,2429,0.045622734358858774
2013-07-06,2013,7,27,GWB_Lower,54595,11357,40695,2543,0.04657935708398205
2013-07-07,2013,7,27,GWB_Lower,61496,12292,46644,2560,0.04162872381943541
2013-07-08,2013,7,28,GWB_Lower,59973,8765,49305,1903,0.031730945592183146
2013-07-09,2013,7,28,GWB_Lower,55086,7884,45608,1594,0.028936571905747378
2013-07-10,2013,7,28,GWB_Lower,56678,8348,46706,1624,0.028653092910829597
2013-07-11,2013,7,28,GWB_Lower,58173,8443,48060,1670,0.028707475976827736
2013-07-12,2013,7,28,GWB_Lower,59422,9767,47931,1724,0.02901282353337148
2013-07-13,2013,7,28,GWB_Lower,50721,10823,38199,1699,0.03349697364010962
2013-07-14,2013,7,28,GWB_Lower,59355,10899,45786,2670,0.04498357341420268
2013-07-15,2013,7,29,GWB_Lower,58962,8625,48226,2111,0.03580272039618738
2013-07-16,2013,7,29,GWB_Lower,56122,8532,46068,1522,0.027119489683190192
2013-07-17,2013,7,29,GWB_Lower,60679,8898,49993,1788,0.02946653702269319
2013-07-18,2013,7,29,GWB_Lower,58364,8651,48060,1653,0.028322253443903777
2013-07-19,2013,7,29,GWB_Lower,60721,10400,48201,2120,0.03491378600484182
2013-07-20,2013,7,29,GWB_Lower,51623,10782,38903,1938,0.03754140596245859
2013-07-21,2013,7,29,GWB_Lower,63167,11566,48652,2949,0.046685769468234994
2013-07-22,2013,7,30,GWB_Lower,60703,8396,49875,2432,0.040063917763537224
2013-07-23,2013,7,30,GWB_Lower,57280,7989,47415,1876,0.03275139664804469
2013-07-24,2013,7,30,GWB_Lower,55445,7871,46065,1509,0.027216160158715846
2013-07-25,2013,7,30,GWB_Lower,59145,8663,48713,1769,0.02990954434018091
2013-07-26,2013,7,30,GWB_Lower,58664,9683,46944,2037,0.034723169234965226
2013-07-27,2013,7,30,GWB_Lower,56782,11718,42951,2113,0.03721249691803741
2013-07-28,2013,7,30,GWB_Lower,62341,11102,48623,2616,0.04196275324425338
2013-07-29,2013,7,31,GWB_Lower,58833,8408,48396,2029,0.03448744752094913
2013-07-30,2013,7,31,GWB_Lower,55513,8121,45834,1558,0.028065498171599444
2013-07-31,2013,7,31,GWB_Lower,55983,8254,46105,1624,0.029008806244752872
2013-08-01,2013,8,31,GWB_Lower,55983,8310,46225,1448,0.0258649947305432
2013-08-02,2013,8,31,GWB_Lower,63385,11179,50346,1860,0.029344482132996765
2013-08-03,2013,8,31,GWB_Lower,55271,12027,41350,1894,0.03426751822836569
2013-08-04,2013,8,31,GWB_Lower,62449,11848,47769,2832,0.04534900478790693
2013-08-05,2013,8,32,GWB_Lower,63318,9124,51855,2340,0.036956315739600114
2013-08-06,2013,8,32,GWB_Lower,56358,8093,46690,1575,0.027946343021398912
2013-08-07,2013,8,32,GWB_Lower,57216,8281,47330,1605,0.028051593959731544
2013-08-08,2013,8,32,GWB_Lower,59789,8679,49270,1840,0.03077489170248708
2013-08-09,2013,8,32,GWB_Lower,61886,10017,49596,2273,0.03672882396664835
2013-08-10,2013,8,32,GWB_Lower,59444,11894,45184,2366,0.039802166745171924
2013-08-11,2013,8,32,GWB_Lower,65843,12482,50563,2798,0.04249502604680832
2013-08-12,2013,8,33,GWB_Lower,60609,8792,49721,2096,0.03458232275734627
2013-08-13,2013,8,33,GWB_Lower,59657,8893,49201,1563,0.026199775382603884
2013-08-14,2013,8,33,GWB_Lower,64681,9658,53322,1701,0.026298294707874027
2013-08-15,2013,8,33,GWB_Lower,58296,9474,47147,1675,0.028732674626046385
2013-08-16,2013,8,33,GWB_Lower,64732,11750,51117,1865,0.028811098065871593
2013-08-17,2013,8,33,GWB_Lower,63696,13820,47582,2294,0.0360148203968852
2013-08-18,2013,8,33,GWB_Lower,62592,11140,48449,3003,0.047977377300613494
2013-08-19,2013,8,34,GWB_Lower,64181,9641,52287,2253,0.03510384693289291
2013-08-20,2013,8,34,GWB_Lower,63307,9719,51941,1647,0.026016080370259213
2013-08-21,2013,8,34,GWB_Lower,65987,10138,54059,1790,0.02712655523057572
2013-08-22,2013,8,34,GWB_Lower,67931,10671,55428,1832,0.026968541608396755
2013-08-23,2013,8,34,GWB_Lower,66792,11972,52946,1874,0.02805725236555276
2013-08-24,2013,8,34,GWB_Lower,64724,13935,48456,2333,0.03604536184413819
2013-08-25,2013,8,34,GWB_Lower,66484,11714,51595,3175,0.04775585103182721
2013-08-26,2013,8,35,GWB_Lower,58576,8350,47964,2262,0.03861649822452882
2013-08-27,2013,8,35,GWB_Lower,55235,8040,45673,1522,0.02755499230560333
2013-08-28,2013,8,35,GWB_Lower,60177,8459,50032,1686,0.028017348820978113
2013-08-29,2013,8,35,GWB_Lower,61310,8905,50646,1759,0.028690262599902136
2013-08-30,2013,8,35,GWB_Lower,61740,10921,48785,2034,0.03294460641399417
2013-08-31,2013,8,35,GWB_Lower,59107,12256,44211,2640,0.044664760519058655
2013-09-01,2013,9,35,GWB_Lower,55074,10555,42098,2421,0.04395903693212768
2013-09-02,2013,9,36,GWB_Lower,49580,9463,38174,1943,0.03918918918918919
2013-09-03,2013,9,36,GWB_Lower,61031,8633,50416,1982,0.03247529943799053
2013-09-04,2013,9,36,GWB_Lower,61476,8725,50947,1804,0.029344784956731082
2013-09-05,2013,9,36,GWB_Lower,60752,8849,50000,1903,0.03132407163550171
2013-09-06,2013,9,36,GWB_Lower,64541,11228,51474,1839,0.0284935157496785
2013-09-07,2013,9,36,GWB_Lower,65022,13138,49711,2173,0.03341945802958998
2013-09-08,2013,9,36,GWB_Lower,59250,10654,46306,2290,0.038649789029535864
2013-09-09,2013,9,37,GWB_Lower,57964,7937,48077,1950,0.03364157063004623
2013-09-10,2013,9,37,GWB_Lower,53259,7061,44806,1392,0.026136427646031656
2013-09-11,2013,9,37,GWB_Lower,53713,7166,45021,1526,0.028410254500772624
2013-09-12,2013,9,37,GWB_Lower,59309,7715,49870,1724,0.02906810096275439
2013-09-13,2013,9,37,GWB_Lower,58671,9203,47672,1796,0.030611375296142898
2013-09-14,2013,9,37,GWB_Lower,52704,10525,40161,2018,0.038289313904068
2013-09-15,2013,9,37,GWB_Lower,55792,9407,44100,2285,0.040955692572411814
2013-09-16,2013,9,38,GWB_Lower,56873,7604,47410,1859,0.03268686371388884
2013-09-17,2013,9,38,GWB_Lower,55366,7172,46638,1556,0.028103890474298305
2013-09-18,2013,9,38,GWB_Lower,56640,7189,47762,1689,0.02981991525423729
2013-09-19,2013,9,38,GWB_Lower,55296,7399,46303,1594,0.02882667824074074
2013-09-20,2013,9,38,GWB_Lower,54762,8756,44361,1645,0.03003907819290749
2013-09-21,2013,9,38,GWB_Lower,52500,10159,40611,1730,0.032952380952380955
2013-09-22,2013,9,38,GWB_Lower,56478,9718,44658,2102,0.03721803179999292
2013-09-23,2013,9,39,GWB_Lower,56917,7837,47317,1763,0.03097492840451886
2013-09-24,2013,9,39,GWB_Lower,60250,8354,50338,1558,0.025858921161825726
2013-09-25,2013,9,39,GWB_Lower,59842,8430,49803,1609,0.026887470338558202
2013-09-26,2013,9,39,GWB_Lower,59848,8811,49451,1586,0.02650046785189146
2013-09-27,2013,9,39,GWB_Lower,60648,10432,48486,1730,0.028525260519720354
2013-09-28,2013,9,39,GWB_Lower,66155,13376,50592,2187,0.033058725719900234
2013-09-29,2013,9,39,GWB_Lower,55552,9837,43536,2179,0.0392245103686636
2013-09-30,2013,9,40,GWB_Lower,59681,7985,49673,2023,0.03389688510581257
2013-10-01,2013,10,40,GWB_Lower,57971,7578,48619,1774,0.030601507650376912
2013-10-02,2013,10,40,GWB_Lower,56112,7065,47324,1723,0.030706444254348444
2013-10-03,2013,10,40,GWB_Lower,59574,7981,49812,1781,0.029895592036794576
2013-10-04,2013,10,40,GWB_Lower,59011,8910,48107,1994,0.03379031028113402
2013-10-05,2013,10,40,GWB_Lower,49754,9697,38256,1801,0.036198094625557745
2013-10-06,2013,10,40,GWB_Lower,50587,9392,39848,1347,0.02662739438986301
2013-10-07,2013,10,41,GWB_Lower,53241,7189,44391,1661,0.03119776112394583
2013-10-08,2013,10,41,GWB_Lower,55129,7248,46273,1608,0.029167951531861632
2013-10-09,2013,10,41,GWB_Lower,56069,7207,47239,1623,0.02894647666268348
2013-10-10,2013,10,41,GWB_Lower,57789,7421,48590,1778,0.030767101005381648
2013-10-11,2013,10,41,GWB_Lower,59845,9228,48573,2044,0.03415490015874342
2013-10-12,2013,10,41,GWB_Lower,55053,10467,42256,2330,0.04232285252393148
2013-10-13,2013,10,41,GWB_Lower,56984,10031,44799,2154,0.03780008423417099
2013-10-14,2013,10,42,GWB_Lower,62099,9162,50815,2122,0.03417124269311905
2013-10-15,2013,10,42,GWB_Lower,59873,8046,49986,1841,0.030748417483673775
2013-10-16,2013,10,42,GWB_Lower,60198,8289,50348,1561,0.02593109405628094
2013-10-17,2013,10,42,GWB_Lower,61987,8692,51651,1644,0.026521690031780856
2013-10-18,2013,10,42,GWB_Lower,64265,10544,51953,1768,0.027511086905780753
2013-10-19,2013,10,42,GWB_Lower,59350,11697,45761,1892,0.031878685762426286
2013-10-20,2013,10,42,GWB_Lower,59019,10045,46729,2245,0.03803859773971094
2013-10-21,2013,10,43,GWB_Lower,55342,7330,46165,1847,0.03337429077373424
2013-10-22,2013,10,43,GWB_Lower,54755,6852,46158,1745,0.0318692356862387
2013-10-23,2013,10,43,GWB_Lower,50617,6593,42708,1316,0.025999170239247683
2013-10-24,2013,10,43,GWB_Lower,53745,7261,45178,1306,0.024299934877663038
2013-10-25,2013,10,43,GWB_Lower,59116,9124,48166,1826,0.0308884227620272
2013-10-26,2013,10,43,GWB_Lower,49402,9964,37791,1647,0.03333873122545646
2013-10-27,2013,10,43,GWB_Lower,55019,9403,43306,2310,0.041985495919591415
2013-10-28,2013,10,44,GWB_Lower,54421,7065,45535,1821,0.03346134764153544
2013-10-29,2013,10,44,GWB_Lower,54206,6878,45758,1570,0.02896358336715493
2013-10-30,2013,10,44,GWB_Lower,52699,6736,44594,1369,0.025977722537429554
2013-10-31,2013,10,44,GWB_Lower,52665,7269,43950,1446,0.027456565081173456
2013-11-01,2013,11,44,GWB_Lower,56887,8482,46621,1784,0.03136041626382126
2013-11-02,2013,11,44,GWB_Lower,46776,9620,35721,1435,0.030678125534462117
2013-11-03,2013,11,44,GWB_Lower,49315,8549,38896,1870,0.037919497110412655
2013-11-04,2013,11,45,GWB_Lower,58373,7828,48725,1820,0.031178798417076388
2013-11-05,2013,11,45,GWB_Lower,57268,7837,48006,1425,0.024883006216386113
2013-11-06,2013,11,45,GWB_Lower,59826,8032,50325,1469,0.024554541503694047
2013-11-07,2013,11,45,GWB_Lower,62964,8614,52734,1616,0.025665459627723777
2013-11-08,2013,11,45,GWB_Lower,61532,9864,50032,1636,0.026587791718130405
2013-11-09,2013,11,45,GWB_Lower,58877,11513,45602,1762,0.029926796541943374
2013-11-10,2013,11,45,GWB_Lower,53060,8859,42295,1906,0.03592159819072748
2013-11-11,2013,11,46,GWB_Lower,54459,7639,45012,1808,0.03319928753741347
2013-11-12,2013,11,46,GWB_Lower,55710,7179,46819,1712,0.0307305690181296
2013-11-13,2013,11,46,GWB_Lower,57747,7816,48402,1529,0.026477565934161083
2013-11-14,2013,11,46,GWB_Lower,59369,8339,49439,1591,0.02679849753238222
2013-11-15,2013,11,46,GWB_Lower,60981,9939,49365,1677,0.027500368967383282
2013-11-16,2013,11,46,GWB_Lower,61608,12229,47519,1860,0.030190884300740163
2013-11-17,2013,11,46,GWB_Lower,53993,9178,42851,1964,0.03637508565925213
2013-11-18,2013,11,47,GWB_Lower,59858,8246,49808,1804,0.030137993250693308
2013-11-19,2013,11,47,GWB_Lower,57399,7809,48111,1479,0.02576699942507709
