DATE,Year,Month,Week,Facility_Name,Total_Traffic,Cash,EZPass,Violations,Violation_Rate
2013-02-03,2013,2,5,Holland,34345,8121,25647,577,0.016800116465278788
2013-02-04,2013,2,6,Holland,42148,7772,33538,838,0.01988231944576255
2013-02-05,2013,2,6,Holland,41957,7044,34040,874,0.020830850632790714
2013-02-06,2013,2,6,Holland,43286,7225,35232,829,0.019151688767730907
2013-02-07,2013,2,6,Holland,46450,7859,37641,950,0.02045209903121636
2013-02-08,2013,2,6,Holland,28655,5331,22760,564,0.01968242889548072
2013-02-09,2013,2,6,Holland,19684,4543,14730,411,0.02087990245884983
2013-02-10,2013,2,6,Holland,33051,7361,25124,566,0.017125049166439744
2013-02-11,2013,2,7,Holland,39373,7021,31527,825,0.020953445254362126
2013-02-12,2013,2,7,Holland,43262,7466,34968,828,0.019139198372705838
2013-02-13,2013,2,7,Holland,44398,7506,36033,859,0.019347718365692147
2013-02-14,2013,2,7,Holland,45812,8166,36644,1002,0.021871998602986116
2013-02-15,2013,2,7,Holland,48385,10016,37280,1089,0.0225069753022631
2013-02-16,2013,2,7,Holland,44555,11419,32182,955,0.021434182471103132
2013-02-17,2013,2,7,Holland,40265,10278,29319,668,0.01659009064944741
2013-02-18,2013,2,8,Holland,40478,9012,30794,672,0.016601610751519343
2013-02-19,2013,2,8,Holland,44565,8012,35647,906,0.020329855267586672
2013-02-20,2013,2,8,Holland,43202,7499,34853,850,0.01967501504559974
2013-02-21,2013,2,8,Holland,44962,7798,36311,853,0.018971575997509007
2013-02-22,2013,2,8,Holland,45986,9173,35839,974,0.021180359239768624
2013-02-23,2013,2,8,Holland,41458,10256,30435,767,0.01850065126151768
2013-02-24,2013,2,8,Holland,39618,9702,29265,651,0.01643192488262911
2013-02-25,2013,2,9,Holland,41302,7749,32687,866,0.02096750762674931
2013-02-26,2013,2,9,Holland,43210,7283,35111,816,0.01888451747280722
2013-02-27,2013,2,9,Holland,43159,7301,35038,820,0.01899951342709516
2013-02-28,2013,2,9,Holland,46218,8037,37284,897,0.019408022848240947
2013-03-01,2013,3,9,Holland,47043,9562,36506,975,0.02072571902302149
2013-03-02,2013,3,9,Holland,43141,11065,31247,829,0.019216058969425836
2013-03-03,2013,3,9,Holland,39351,9790,28834,727,0.018474752865238496
2013-03-04,2013,3,10,Holland,42671,7983,33764,924,0.02165405076046964
2013-03-05,2013,3,10,Holland,43979,7717,35471,791,0.017985856886241162
2013-03-06,2013,3,10,Holland,41656,7001,33960,695,0.016684271173420397
2013-03-07,2013,3,10,Holland,41610,7086,33749,775,0.018625330449411198
2013-03-08,2013,3,10,Holland,40999,8007,32024,968,0.02361033195931608
2013-03-09,2013,3,10,Holland,44293,11207,32173,913,0.020612737904409276
2013-03-10,2013,3,10,Holland,40477,10078,29711,688,0.016997307112681277
2013-03-11,2013,3,11,Holland,43536,8263,34402,871,0.02000643145902242
2013-03-12,2013,3,11,Holland,43769,7507,35278,984,0.022481665105439922
2013-03-13,2013,3,11,Holland,45891,8042,36963,886,0.0193066178553529
2013-03-14,2013,3,11,Holland,47216,8292,37981,943,0.019972043375127077
2013-03-15,2013,3,11,Holland,49209,9941,38213,1055,0.021439167631937248
2013-03-16,2013,3,11,Holland,44264,11196,32267,801,0.018095969636725103
2013-03-17,2013,3,11,Holland,41098,10187,30219,692,0.016837802326147257
2013-03-18,2013,3,12,Holland,41654,7710,33109,835,0.020046094012579823
2013-03-19,2013,3,12,Holland,42703,7428,34376,899,0.021052385078331733
2013-03-20,2013,3,12,Holland,45372,7911,36572,889,0.01959358194481178
2013-03-21,2013,3,12,Holland,46541,8178,37466,897,0.019273328892804194
2013-03-22,2013,3,12,Holland,47421,9488,36985,948,0.019991143164420827
2013-03-23,2013,3,12,Holland,47143,11960,34217,966,0.02049084699743334
2013-03-24,2013,3,12,Holland,42831,10762,31227,842,0.01965865844832014
2013-03-25,2013,3,13,Holland,41438,7966,32712,760,0.01834065350644336
2013-03-26,2013,3,13,Holland,42765,8070,33914,781,0.01826259791885888
2013-03-27,2013,3,13,Holland,45695,8457,36373,865,0.018929861035124194
2013-03-28,2013,3,13,Holland,48578,9266,38314,998,0.020544279303388365
2013-03-29,2013,3,13,Holland,47828,11072,35667,1089,0.02276908923643054
2013-03-30,2013,3,13,Holland,44608,12058,31586,964,0.021610473457675753
2013-03-31,2013,3,13,Holland,44452,11498,32095,859,0.01932421488346981
2013-04-01,2013,4,14,Holland,46263,9631,35803,829,0.017919287551607117
2013-04-02,2013,4,14,Holland,44820,8595,35440,785,0.01751450245426149
2013-04-03,2013,4,14,Holland,45835,8306,36633,896,0.01954838005890695
2013-04-04,2013,4,14,Holland,47268,8687,37650,931,0.019696200389269697
2013-04-05,2013,4,14,Holland,47356,9658,36676,1022,0.021581214629613987
2013-04-06,2013,4,14,Holland,45964,11675,33339,950,0.020668349142807414
2013-04-07,2013,4,14,Holland,42616,10520,31198,898,0.021071897878730993
2013-04-08,2013,4,15,Holland,43513,8242,34269,1002,0.02302760094684347
2013-04-09,2013,4,15,Holland,44268,7586,35652,1030,0.023267371464714918
2013-04-10,2013,4,15,Holland,44744,7603,36181,960,0.02145539066690506
2013-04-11,2013,4,15,Holland,46858,8079,37736,1044,0.02228008024243459
2013-04-12,2013,4,15,Holland,45716,9091,35660,965,0.021108583428121445
2013-04-13,2013,4,15,Holland,44472,11330,32233,909,0.020439827307069617
2013-04-14,2013,4,15,Holland,43293,10761,31696,836,0.019310281107800337
2013-04-15,2013,4,16,Holland,43675,8145,34603,927,0.021224957069261592
2013-04-16,2013,4,16,Holland,44126,7580,35632,914,0.020713411594071522
2013-04-17,2013,4,16,Holland,45105,7523,36603,979,0.021704910763773417
2013-04-18,2013,4,16,Holland,46321,7984,37349,988,0.021329418622223182
2013-04-19,2013,4,16,Holland,46830,9291,36536,1003,0.021417894512064915
2013-04-20,2013,4,16,Holland,46451,11518,33991,942,0.020279434242535144
2013-04-21,2013,4,16,Holland,43354,10750,31802,802,0.018498869769802095
2013-04-22,2013,4,17,Holland,43608,8041,34652,915,0.020982388552559163
2013-04-23,2013,4,17,Holland,44499,7420,36259,820,0.018427380390570576
2013-04-24,2013,4,17,Holland,45791,7791,37112,888,0.01939245703304143
2013-04-25,2013,4,17,Holland,48066,8306,38684,1076,0.022385886073315858
2013-04-26,2013,4,17,Holland,47271,9663,36489,1119,0.02367201878530177
2013-04-27,2013,4,17,Holland,44168,11304,31833,1031,0.02334269154138743
2013-04-28,2013,4,17,Holland,43713,10914,31827,972,0.022235948116121063
2013-04-29,2013,4,18,Holland,44694,8265,35440,989,0.022128249876940977
2013-04-30,2013,4,18,Holland,44358,7814,35597,947,0.021349023851390956
2013-05-01,2013,5,18,Holland,44862,7803,36105,955,0.0212875039008515
2013-05-02,2013,5,18,Holland,45677,8046,36642,989,0.02165203494099875
2013-05-03,2013,5,18,Holland,47067,9599,36407,1061,0.022542333269594407
2013-05-04,2013,5,18,Holland,43812,11113,31685,1014,0.023144344015338263
2013-05-05,2013,5,18,Holland,41215,10357,30102,756,0.018342836345990536
2013-05-06,2013,5,19,Holland,44030,8050,35012,968,0.021985010220304337
2013-05-07,2013,5,19,Holland,45262,7781,36520,961,0.021231938491449782
2013-05-08,2013,5,19,Holland,45094,7653,36479,962,0.021333215061870758
2013-05-09,2013,5,19,Holland,46987,8039,37934,1014,0.021580437142188266
2013-05-10,2013,5,19,Holland,48334,9504,37682,1148,0.02375139653246162
2013-05-11,2013,5,19,Holland,44532,11056,32478,998,0.022410850624270187
2013-05-12,2013,5,19,Holland,45478,11154,33269,1055,0.02319802981661463
2013-05-13,2013,5,20,Holland,44838,8393,35458,987,0.0220125786163522
2013-05-14,2013,5,20,Holland,44981,7779,36164,1038,0.02307641003979458
2013-05-15,2013,5,20,Holland,45238,8132,36182,924,0.02042530615853928
2013-05-16,2013,5,20,Holland,47527,8551,37820,1156,0.02432301639068319
2013-05-17,2013,5,20,Holland,49757,10393,38135,1229,0.024700042205116866
2013-05-18,2013,5,20,Holland,44829,11841,31970,1018,0.02270851457761717
2013-05-19,2013,5,20,Holland,43947,10969,31960,1019,0.023187020729515097
2013-05-20,2013,5,21,Holland,45785,8841,35948,996,0.02175384951403298
2013-05-21,2013,5,21,Holland,47321,8380,37821,1120,0.023668138881257794
2013-05-22,2013,5,21,Holland,47562,8428,38067,1067,0.02243387578318826
2013-05-23,2013,5,21,Holland,47818,8465,38229,1125,0.023526705424735454
2013-05-24,2013,5,21,Holland,45497,9964,34496,1037,0.022792711607358726
2013-05-25,2013,5,21,Holland,41194,11295,29150,749,0.018182259552361996
2013-05-26,2013,5,21,Holland,42513,11559,30051,903,0.0212405617105356
2013-05-27,2013,5,22,Holland,41510,10950,29696,864,0.02081426162370513
2013-05-28,2013,5,22,Holland,45826,8541,36170,1115,0.024331165713786934
2013-05-29,2013,5,22,Holland,45564,8126,36455,983,0.02157404968835045
2013-05-30,2013,5,22,Holland,48771,8705,38672,1394,0.028582559307785364
2013-05-31,2013,5,22,Holland,47152,9816,36169,1167,0.024749745503902274
2013-06-01,2013,6,22,Holland,45124,11817,32285,1022,0.022648701356262742
2013-06-02,2013,6,22,Holland,43515,10840,31601,1074,0.024681144432954154
2013-06-03,2013,6,23,Holland,45248,8745,35363,1140,0.025194483734087694
2013-06-04,2013,6,23,Holland,45401,8133,36248,1020,0.022466465496354705
2013-06-05,2013,6,23,Holland,46609,8304,37250,1055,0.022635113390117787
2013-06-06,2013,6,23,Holland,48475,8605,38699,1171,0.024156781846312533
2013-06-07,2013,6,23,Holland,43792,8725,34001,1066,0.024342345633905735
2013-06-08,2013,6,23,Holland,44141,11153,31889,1099,0.02489748759656555
2013-06-09,2013,6,23,Holland,44414,11190,32107,1117,0.025149727563380915
2013-06-10,2013,6,24,Holland,44636,8415,35130,1091,0.024442154314902768
2013-06-11,2013,6,24,Holland,45550,8037,36517,996,0.021866081229418223
2013-06-12,2013,6,24,Holland,47112,8307,37758,1047,0.022223637289862454
2013-06-13,2013,6,24,Holland,46843,8071,37775,997,0.021283863117221358
2013-06-14,2013,6,24,Holland,48028,9840,37128,1060,0.022070458898975596
2013-06-15,2013,6,24,Holland,45821,12190,32549,1082,0.02361362693961284
2013-06-16,2013,6,24,Holland,45535,11538,33039,958,0.021038761392335566
2013-06-17,2013,6,25,Holland,46099,8871,36123,1105,0.023970151196338316
2013-06-18,2013,6,25,Holland,45476,8159,36335,982,0.02159380772275486
2013-06-19,2013,6,25,Holland,47635,8551,37954,1130,0.02372205311220741
2013-06-20,2013,6,25,Holland,48519,8995,38409,1115,0.02298068797790556
2013-06-21,2013,6,25,Holland,47381,10164,36042,1176,0.024820075557713008
2013-06-22,2013,6,25,Holland,45978,12440,32486,1052,0.022880508069076516
2013-06-23,2013,6,25,Holland,45213,11676,32466,1071,0.023687877380399444
2013-06-24,2013,6,26,Holland,46204,9064,36099,1041,0.022530516838368972
2013-06-25,2013,6,26,Holland,46511,8476,36871,1164,0.025026337855561052
2013-06-26,2013,6,26,Holland,48657,8843,38662,1152,0.023675935631050003
2013-06-27,2013,6,26,Holland,48595,9009,38337,1249,0.025702232739993825
2013-06-28,2013,6,26,Holland,47604,10521,35940,1143,0.02401058734560121
2013-06-29,2013,6,26,Holland,48075,12957,33854,1264,0.026292251690067603
2013-06-30,2013,6,26,Holland,44338,12021,31262,1055,0.023794487798276875
2013-07-01,2013,7,27,Holland,45118,9375,34708,1035,0.02293984662440711
2013-07-02,2013,7,27,Holland,44852,8788,34975,1089,0.024279853741193257
2013-07-03,2013,7,27,Holland,44973,9802,34060,1112,0.024725946679118583
2013-07-04,2013,7,27,Holland,31628,9628,21274,726,0.02295434425192867
2013-07-05,2013,7,27,Holland,41798,11090,29681,1027,0.024570553615005503
2013-07-06,2013,7,27,Holland,41760,12031,28789,941,0.02253352490421456
2013-07-07,2013,7,27,Holland,43799,12195,30567,1037,0.02367633964245759
2013-07-08,2013,7,28,Holland,46054,9546,35386,1122,0.024362704651061797
2013-07-09,2013,7,28,Holland,45691,8912,35790,989,0.02164540062594384
2013-07-10,2013,7,28,Holland,45786,8378,36355,1053,0.022998296422487224
2013-07-11,2013,7,28,Holland,49018,9282,38548,1188,0.024235994940634054
2013-07-12,2013,7,28,Holland,46563,9861,35636,1066,0.022893713893005176
2013-07-13,2013,7,28,Holland,45181,11922,32274,986,0.021823332816892055
2013-07-14,2013,7,28,Holland,44330,11449,31741,1140,0.025716219264606363
2013-07-15,2013,7,29,Holland,45380,9056,35152,1172,0.025826355222565007
2013-07-16,2013,7,29,Holland,45237,8447,35694,1096,0.024227954992594558
2013-07-17,2013,7,29,Holland,46876,8579,37158,1139,0.024298148306169467
2013-07-18,2013,7,29,Holland,47842,8914,37618,1310,0.027381798419798504
2013-07-19,2013,7,29,Holland,46902,10223,35297,1382,0.0294656944266769
2013-07-20,2013,7,29,Holland,43871,11873,30997,1001,0.022816894987577215
2013-07-21,2013,7,29,Holland,45301,11877,32281,1143,0.025231231098651243
2013-07-22,2013,7,30,Holland,46615,9116,36368,1131,0.024262576423897887
2013-07-23,2013,7,30,Holland,46228,8647,36514,1067,0.023081249459202216
2013-07-24,2013,7,30,Holland,47369,8748,37479,1151,0.024298591906098926
2013-07-25,2013,7,30,Holland,48664,9071,38479,1114,0.022891665296728588
2013-07-26,2013,7,30,Holland,48061,10532,36352,1177,0.024489710992280644
2013-07-27,2013,7,30,Holland,45634,12430,32078,1126,0.024674584739448658
2013-07-28,2013,7,30,Holland,43701,11082,31563,1056,0.024164206768723828
2013-07-29,2013,7,31,Holland,46047,9142,35908,997,0.021651790561817274
2013-07-30,2013,7,31,Holland,45920,8676,36200,1044,0.022735191637630662
2013-07-31,2013,7,31,Holland,46824,8927,36761,1136,0.024261062702887408
2013-08-01,2013,8,31,Holland,47500,8978,37386,1136,0.02391578947368421
2013-08-02,2013,8,31,Holland,47548,10587,35783,1178,0.02477496424665601
2013-08-03,2013,8,31,Holland,46166,12541,32575,1050,0.022744010743837455
2013-08-04,2013,8,31,Holland,45083,11990,31964,1129,0.025042699021804227
2013-08-05,2013,8,32,Holland,46955,9778,36081,1096,0.023341497178149293
2013-08-06,2013,8,32,Holland,46067,8961,36072,1034,0.022445568411227124
2013-08-07,2013,8,32,Holland,46459,8730,36702,1027,0.022105512387266192
2013-08-08,2013,8,32,Holland,46953,8927,36975,1051,0.022384086213873448
2013-08-09,2013,8,32,Holland,47025,10195,35726,1104,0.023476874003189794
2013-08-10,2013,8,32,Holland,45138,12390,31756,992,0.021977048163409986
2013-08-11,2013,8,32,Holland,43884,11616,31267,1001,0.022810135812596846
2013-08-12,2013,8,33,Holland,45163,9301,34774,1088,0.024090516573301152
2013-08-13,2013,8,33,Holland,43896,8419,34575,903,0.02057135046473483
2013-08-14,2013,8,33,Holland,47259,8766,37380,1113,0.02355106963752936
2013-08-15,2013,8,33,Holland,49456,9362,38910,1184,0.023940472339048852
2013-08-16,2013,8,33,Holland,47151,10625,35386,1140,0.024177642043647005
2013-08-17,2013,8,33,Holland,42199,11463,29804,932,0.02208583141780611
2013-08-18,2013,8,33,Holland,43997,11636,31507,854,0.01941041434643271
2013-08-19,2013,8,34,Holland,44887,9236,34661,990,0.022055383518613407
2013-08-20,2013,8,34,Holland,44965,8516,35425,1024,0.022773268097409097
2013-08-21,2013,8,34,Holland,46743,8748,36852,1143,0.024452859251652654
2013-08-22,2013,8,34,Holland,46685,9010,36604,1071,0.022940987469208526
2013-08-23,2013,8,34,Holland,46406,10398,34935,1073,0.023122010084902816
2013-08-24,2013,8,34,Holland,39019,10460,27739,820,0.02101540275250519
2013-08-25,2013,8,34,Holland,41184,10699,29639,846,0.02054195804195804
2013-08-26,2013,8,35,Holland,44080,8748,34329,1003,0.022754083484573504
2013-08-27,2013,8,35,Holland,43719,8177,34574,968,0.022141403051304926
2013-08-28,2013,8,35,Holland,44903,8277,35498,1128,0.025120815981114847
2013-08-29,2013,8,35,Holland,46756,9037,36650,1069,0.02286337582342373
2013-08-30,2013,8,35,Holland,46158,11036,33950,1172,0.025391048139000824
2013-08-31,2013,8,35,Holland,42954,12764,29267,923,0.021488103552637704
2013-09-01,2013,9,35,Holland,41570,12076,28639,855,0.02056771710368054
2013-09-02,2013,9,36,Holland,39210,10372,28012,826,0.021066054577913797
2013-09-03,2013,9,36,Holland,45015,8767,35163,1085,0.024103076752193715
2013-09-04,2013,9,36,Holland,41790,7605,33301,884,0.02115338597750658
2013-09-05,2013,9,36,Holland,43918,7979,34968,971,0.02210938567330024
2013-09-06,2013,9,36,Holland,45380,9175,35187,1018,0.02243278977523138
2013-09-07,2013,9,36,Holland,43590,10805,31756,1029,0.023606331727460426
2013-09-08,2013,9,36,Holland,42336,10243,31194,899,0.0212348828420257
2013-09-09,2013,9,37,Holland,43238,7799,34482,957,0.02213330866367547
2013-09-10,2013,9,37,Holland,43661,7347,35320,994,0.022766313185680585
2013-09-11,2013,9,37,Holland,42948,7226,34680,1042,0.02426189810934153
2013-09-12,2013,9,37,Holland,45899,7806,37065,1028,0.022397002113335802
2013-09-13,2013,9,37,Holland,46052,9170,35821,1061,0.023039173108659775
2013-09-14,2013,9,37,Holland,43051,10856,31196,999,0.023205035887668115
2013-09-15,2013,9,37,Holland,42853,10529,31463,861,0.02009194222108137
2013-09-16,2013,9,38,Holland,43400,7732,34724,944,0.02175115207373272
2013-09-17,2013,9,38,Holland,44199,7409,35847,943,0.02133532432860472
2013-09-18,2013,9,38,Holland,44358,7464,35993,901,0.020312006853329727
2013-09-19,2013,9,38,Holland,46266,7920,37375,971,0.02098733411144253
2013-09-20,2013,9,38,Holland,47331,9494,36730,1107,0.02338847689674843
2013-09-21,2013,9,38,Holland,44661,11067,32516,1079,0.0241597814648127
2013-09-22,2013,9,38,Holland,44774,10628,33129,1017,0.022714075132889623
2013-09-23,2013,9,39,Holland,43791,7961,34842,988,0.022561713594117513
2013-09-24,2013,9,39,Holland,42968,7357,34726,885,0.020596723142803947
2013-09-25,2013,9,39,Holland,43686,7399,35352,935,0.021402737719177767
2013-09-26,2013,9,39,Holland,45233,7845,36380,1008,0.022284615214555745
2013-09-27,2013,9,39,Holland,46517,9267,36174,1076,0.023131328331577702
2013-09-28,2013,9,39,Holland,47641,11639,34724,1278,0.026825633383010434
2013-09-29,2013,9,39,Holland,44336,10766,32411,1159,0.026141284734752798
2013-09-30,2013,9,40,Holland,43920,8167,34776,977,0.022244990892531877
2013-10-01,2013,10,40,Holland,44275,7676,35669,930,0.021005081874647093
2013-10-02,2013,10,40,Holland,44399,7438,35951,1010,0.022748260095948106
2013-10-03,2013,10,40,Holland,46456,7975,37451,1030,0.022171517134492853
2013-10-04,2013,10,40,Holland,46318,9156,36084,1078,0.023273889200742692
2013-10-05,2013,10,40,Holland,44373,10889,32549,935,0.02107137223086111
2013-10-06,2013,10,40,Holland,42934,10272,31825,837,0.019495038896911537
2013-10-07,2013,10,41,Holland,42710,7635,34067,1008,0.02360103020369937
2013-10-08,2013,10,41,Holland,44683,7644,36086,953,0.02132802184275899
2013-10-09,2013,10,41,Holland,44575,7407,36256,912,0.020459899046550756
2013-10-10,2013,10,41,Holland,46823,8055,37794,974,0.02080174273327211
2013-10-11,2013,10,41,Holland,47339,9407,36809,1123,0.023722512093622593
2013-10-12,2013,10,41,Holland,46333,11597,33655,1081,0.02333110310146116
2013-10-13,2013,10,41,Holland,44299,10688,32613,998,0.022528725253391724
2013-10-14,2013,10,42,Holland,44239,9095,34231,913,0.020637898686679174
2013-10-15,2013,10,42,Holland,44945,8066,35872,1007,0.022405161864501057
2013-10-16,2013,10,42,Holland,45469,7639,36905,925,0.020343530757219203
2013-10-17,2013,10,42,Holland,46982,8069,37830,1083,0.023051381380103018
2013-10-18,2013,10,42,Holland,47814,9453,37295,1066,0.022294725394236
2013-10-19,2013,10,42,Holland,45012,11066,33027,919,0.020416777748156048
2013-10-20,2013,10,42,Holland,43915,10424,32641,850,0.01935557326653763
2013-10-21,2013,10,43,Holland,43562,7894,34750,918,0.021073412607318306
2013-10-22,2013,10,43,Holland,44005,7340,35807,858,0.01949778434268833
2013-10-23,2013,10,43,Holland,44021,7316,35868,837,0.01901365257490743
2013-10-24,2013,10,43,Holland,47036,7938,38104,994,0.021132749383450975
2013-10-25,2013,10,43,Holland,47246,9158,36904,1186,0.025102654192947552
2013-10-26,2013,10,43,Holland,46450,11391,34138,921,0.01982777179763186
2013-10-27,2013,10,43,Holland,43494,10592,32088,814,0.018715225088517955
2013-10-28,2013,10,44,Holland,44395,8108,35351,936,0.021083455344070277
2013-10-29,2013,10,44,Holland,44312,7297,36015,1000,0.022567250406210507
2013-10-30,2013,10,44,Holland,45197,7345,36940,912,0.02017833042016063
2013-10-31,2013,10,44,Holland,43206,7679,34586,941,0.021779382493172246
2013-11-01,2013,11,44,Holland,45710,8923,35727,1060,0.023189674031940496
2013-11-02,2013,11,44,Holland,44776,10962,32816,998,0.02228872610326961
2013-11-03,2013,11,44,Holland,44023,10445,32761,817,0.01855848079413034
2013-11-04,2013,11,45,Holland,44488,7894,35597,997,0.02241053767308038
2013-11-05,2013,11,45,Holland,43410,7253,35330,827,0.01905090992858788
2013-11-06,2013,11,45,Holland,45354,7340,37049,965,0.02127706486748688
2013-11-07,2013,11,45,Holland,46500,7706,37778,1016,0.021849462365591397
2013-11-08,2013,11,45,Holland,47964,9290,37635,1039,0.021662079893253274
2013-11-09,2013,11,45,Holland,45445,10896,33551,998,0.02196061172846298
2013-11-10,2013,11,45,Holland,43319,10148,32408,763,0.01761351831759736
2013-11-11,2013,11,46,Holland,42784,8045,33900,839,0.019610134629768138
2013-11-12,2013,11,46,Holland,43256,7079,35294,884,0.02043647124098391
2013-11-13,2013,11,46,Holland,44647,7258,36471,918,0.020561291912110556
2013-11-14,2013,11,46,Holland,46189,7587,37541,1061,0.02297083721232328
2013-11-15,2013,11,46,Holland,46531,8923,36587,1021,0.021942361006640734
2013-11-16,2013,11,46,Holland,44816,10695,33168,953,0.02126472688325598
2013-11-17,2013,11,46,Holland,37472,8445,28358,669,0.01785333048676345
2013-11-18,2013,11,47,Holland,44003,7669,35417,917,0.0208394882167125
2013-11-19,2013,11,47,Holland,43451,7104,35430,917,0.021104232353685762
2013-11-20,2013,11,47,Holland,45418,7165,37334,919,0.020234268351754812
2013-11-21,2013,11,47,Holland,46354,7590,37816,948,0.020451309487854338
2013-11-22,2013,11,47,Holland,46460,8838,36588,1034,0.02225570383125269
2013-11-23,2013,11,47,Holland,45091,11080,33107,904,0.02004834667672041
2013-11-24,2013,11,47,Holland,39287,9255,29355,677,0.017232163311018914
2013-11-25,2013,11,48,Holland,44953,8069,35872,1012,0.022512401841923785
2013-11-26,2013,11,48,Holland,47043,8191,37756,1096,0.02329783389664775
2013-11-27,2013,11,48,Holland,43715,9626,33015,1074,0.02456822600937893
2013-11-28,2013,11,48,Holland,41098,11089,29162,847,0.020609275390529952
2013-11-29,2013,11,48,Holland,38748,10273,27692,783,0.02020749458036544
2013-11-30,2013,11,48,Holland,44267,11447,31861,959,0.021663993494024893
2013-12-01,2013,12,48,Holland,45482,11254,33220,1008,0.02216261378127611
2013-12-02,2013,12,49,Holland,45739,8319,36503,917,0.02004853626008439
2013-12-03,2013,12,49,Holland,44876,7363,36667,846,0.018851947588911667
2013-12-04,2013,12,49,Holland,45173,7205,37102,866,0.019170743585770263
2013-12-05,2013,12,49,Holland,46629,7536,38161,932,0.019987561388835274
2013-12-06,2013,12,49,Holland,45963,8392,36701,870,0.01892826838979179
2013-12-07,2013,12,49,Holland,45944,10470,34473,1001,0.02178739334842417
2013-12-08,2013,12,49,Holland,38796,8868,29310,618,0.015929477265697496
2013-12-09,2013,12,50,Holland,42425,7300,34090,1035,0.0243959929286977
2013-12-10,2013,12,50,Holland,36677,6046,29800,831,0.022657251138315567
2013-12-11,2013,12,50,Holland,46440,7304,38000,1136,0.02446167097329888
2013-12-12,2013,12,50,Holland,47868,7789,38874,1205,0.025173393498788336
2013-12-13,2013,12,50,Holland,48966,9154,38673,1139,0.023261038271453663
2013-12-14,2013,12,50,Holland,31022,7097,23211,714,0.023015924182837984
2013-12-15,2013,12,50,Holland,35060,7915,26488,657,0.01873930405019966
2013-12-16,2013,12,51,Holland,44319,7738,35480,1101,0.024842618290123873
2013-12-17,2013,12,51,Holland,38952,6387,31566,999,0.02564695009242144
2013-12-18,2013,12,51,Holland,46052,7459,37544,1049,0.02277859810648832
2013-12-19,2013,12,51,Holland,47796,8038,38616,1142,0.02389321282115658
2013-12-20,2013,12,51,Holland,48328,9606,37564,1158,0.02396126469127628
2013-12-21,2013,12,51,Holland,47796,11655,34865,1276,0.026696794710854465
2013-12-22,2013,12,51,Holland,44197,10768,32295,1134,0.025657850080322193
2013-12-23,2013,12,52,Holland,43546,9175,33170,1201,0.0275800303127727
2013-12-24,2013,12,52,Holland,40419,9660,29900,859,0.021252381305821518
2013-12-25,2013,12,52,Holland,36561,9904,25962,695,0.01900932687836766
2013-12-26,2013,12,52,Holland,41675,9461,31252,962,0.023083383323335333
2013-12-27,2013,12,52,Holland,44994,10471,33440,1083,0.024069875983464464
