DATE,Year,Month,Week,Facility_Name,Total_Traffic,Cash,EZPass,Violations,Violation_Rate
2013-02-16,2013,2,7,Lincoln,51417,10728,39655,1034,0.020110080323628373
2013-02-17,2013,2,7,Lincoln,44592,9164,34627,801,0.01796286329386437
2013-02-18,2013,2,8,Lincoln,46862,7409,38527,926,0.019760146814049764
2013-02-19,2013,2,8,Lincoln,50215,6395,42605,1215,0.024195957383252018
2013-02-20,2013,2,8,Lincoln,50034,6217,42755,1062,0.021225566614702002
2013-02-21,2013,2,8,Lincoln,51706,6691,43948,1068,0.020655243105248907
2013-02-22,2013,2,8,Lincoln,51782,7629,43060,1093,0.02110772082963192
2013-02-23,2013,2,8,Lincoln,46558,9209,36464,885,0.019008548477168263
2013-02-24,2013,2,8,Lincoln,43911,8586,34556,769,0.017512696135364714
2013-02-25,2013,2,9,Lincoln,48225,6161,40916,1148,0.023805080352514257
2013-02-26,2013,2,9,Lincoln,50448,6121,43346,981,0.019445765937202663
2013-02-27,2013,2,9,Lincoln,51192,6086,44054,1052,0.020550085950929834
2013-02-28,2013,2,9,Lincoln,52629,6653,44954,1023,0.019437952459670525
2013-03-01,2013,3,9,Lincoln,53548,8225,44204,1120,0.020915813849256743
2013-03-02,2013,3,9,Lincoln,53174,10669,41423,1082,0.020348290517922293
2013-03-03,2013,3,9,Lincoln,48031,9280,37845,906,0.01886281776352772
2013-03-04,2013,3,10,Lincoln,50494,6765,42536,1194,0.023646373826593257
2013-03-05,2013,3,10,Lincoln,51022,6390,43559,1073,0.021030143859511585
2013-03-06,2013,3,10,Lincoln,49201,6125,42107,970,0.019715046442145483
2013-03-07,2013,3,10,Lincoln,48516,6093,41430,994,0.020488086404485118
2013-03-08,2013,3,10,Lincoln,47662,6870,39453,1339,0.02809365951911376
2013-03-09,2013,3,10,Lincoln,53310,10932,41316,1062,0.01992121553179516
2013-03-10,2013,3,10,Lincoln,45674,9215,35708,751,0.016442615054516795
2013-03-11,2013,3,11,Lincoln,48931,6657,41189,1086,0.022194518812204942
2013-03-12,2013,3,11,Lincoln,50203,6296,42872,1036,0.02063621695914587
2013-03-13,2013,3,11,Lincoln,53923,6989,45843,1091,0.02023255382675296
2013-03-14,2013,3,11,Lincoln,55588,7379,47101,1108,0.019932359502050804
2013-03-15,2013,3,11,Lincoln,55807,8527,46059,1221,0.021878975755729568
2013-03-16,2013,3,11,Lincoln,48637,9785,37808,1044,0.021465139708452412
2013-03-17,2013,3,11,Lincoln,43992,8814,34375,803,0.018253318785233678
2013-03-18,2013,3,12,Lincoln,47187,6105,39914,1168,0.02475258015978977
2013-03-19,2013,3,12,Lincoln,48995,5941,41883,1172,0.02392080824573936
2013-03-20,2013,3,12,Lincoln,52383,6569,44683,1131,0.021590974171009678
2013-03-21,2013,3,12,Lincoln,53145,6825,45219,1102,0.02073572302192116
2013-03-22,2013,3,12,Lincoln,54744,8073,45517,1154,0.02107993570071606
2013-03-23,2013,3,12,Lincoln,54037,10979,42097,961,0.017784110886984842
2013-03-24,2013,3,12,Lincoln,48716,9804,38153,759,0.015580096888086049
2013-03-25,2013,3,13,Lincoln,48456,6431,40878,1148,0.02369159649991745
2013-03-26,2013,3,13,Lincoln,51296,6809,43458,1029,0.020060043668122272
2013-03-27,2013,3,13,Lincoln,53029,7063,44867,1100,0.02074336683701371
2013-03-28,2013,3,13,Lincoln,56570,8075,47406,1090,0.019268163337458018
2013-03-29,2013,3,13,Lincoln,57398,10190,45964,1244,0.021673229032370466
2013-03-30,2013,3,13,Lincoln,52619,11616,39965,1038,0.01972671468480967
2013-03-31,2013,3,13,Lincoln,51400,10470,40145,785,0.01527237354085603
2013-04-01,2013,4,14,Lincoln,49720,7597,41217,906,0.01822204344328238
2013-04-02,2013,4,14,Lincoln,51119,6932,43237,950,0.01858408810813983
2013-04-03,2013,4,14,Lincoln,54257,7162,45967,1128,0.020789944154671287
2013-04-04,2013,4,14,Lincoln,55065,7481,46435,1149,0.020866248978479978
2013-04-05,2013,4,14,Lincoln,55428,8651,45613,1164,0.02100021649707729
2013-04-06,2013,4,14,Lincoln,53312,11419,40773,1120,0.02100840336134454
2013-04-07,2013,4,14,Lincoln,49166,9975,38180,1011,0.02056299068461945
2013-04-08,2013,4,15,Lincoln,50750,7110,42192,1448,0.028532019704433496
2013-04-09,2013,4,15,Lincoln,50969,6476,43208,1286,0.02523102277855167
2013-04-10,2013,4,15,Lincoln,51517,6400,44008,1109,0.021526874623910553
2013-04-11,2013,4,15,Lincoln,53397,6829,45430,1138,0.02131205872989119
2013-04-12,2013,4,15,Lincoln,52026,7574,43334,1118,0.02148925537231384
2013-04-13,2013,4,15,Lincoln,53935,10693,42181,1061,0.019671827199406692
2013-04-14,2013,4,15,Lincoln,51249,10371,39971,907,0.017697906300610744
2013-04-15,2013,4,16,Lincoln,48874,6599,41150,1125,0.02301837377746859
2013-04-16,2013,4,16,Lincoln,51069,6598,43429,1042,0.02040376745187883
2013-04-17,2013,4,16,Lincoln,51819,6381,44377,1061,0.020475115305196936
2013-04-18,2013,4,16,Lincoln,53554,6879,45507,1168,0.021809762109272882
2013-04-19,2013,4,16,Lincoln,54078,7921,44994,1163,0.021505972854025668
2013-04-20,2013,4,16,Lincoln,52508,10332,41163,1013,0.019292298316447017
2013-04-21,2013,4,16,Lincoln,50036,9599,39522,915,0.018286833479894477
2013-04-22,2013,4,17,Lincoln,49606,6501,42035,1070,0.02156997137443051
2013-04-23,2013,4,17,Lincoln,50089,6268,42738,1083,0.021621513705604025
2013-04-24,2013,4,17,Lincoln,52579,6570,44987,1023,0.019456436980543564
2013-04-25,2013,4,17,Lincoln,56445,7159,48166,1120,0.019842324386571
2013-04-26,2013,4,17,Lincoln,54910,8296,45384,1230,0.022400291385904207
2013-04-27,2013,4,17,Lincoln,56961,11459,44412,1090,0.019135900001755586
2013-04-28,2013,4,17,Lincoln,50624,9825,39890,909,0.017955910240202277
2013-04-29,2013,4,18,Lincoln,49683,6555,41951,1177,0.023690195841635973
2013-04-30,2013,4,18,Lincoln,51238,6459,43686,1093,0.021331824036847653
2013-05-01,2013,5,18,Lincoln,53057,6580,45448,1029,0.0193942363872816
2013-05-02,2013,5,18,Lincoln,54236,6902,46160,1174,0.021646139095803527
2013-05-03,2013,5,18,Lincoln,53512,8115,44206,1191,0.022256690088204516
2013-05-04,2013,5,18,Lincoln,54539,10857,42565,1117,0.020480756889565264
2013-05-05,2013,5,18,Lincoln,51239,9858,40450,931,0.018169753508070024
2013-05-06,2013,5,19,Lincoln,50326,6671,42442,1213,0.02410284942177006
2013-05-07,2013,5,19,Lincoln,52224,6592,44506,1126,0.0215609681372549
2013-05-08,2013,5,19,Lincoln,53451,6590,45712,1149,0.021496323735757984
2013-05-09,2013,5,19,Lincoln,54554,7103,46207,1245,0.02282142464347252
2013-05-10,2013,5,19,Lincoln,55209,8455,45475,1280,0.023184625695085948
2013-05-11,2013,5,19,Lincoln,51085,10240,39869,976,0.019105412547714595
2013-05-12,2013,5,19,Lincoln,56285,10325,44929,1031,0.018317491338722573
2013-05-13,2013,5,20,Lincoln,50820,6747,42757,1316,0.025895316804407712
2013-05-14,2013,5,20,Lincoln,51221,6788,43172,1262,0.024638331934167628
2013-05-15,2013,5,20,Lincoln,52815,7053,44584,1178,0.022304269620373
2013-05-16,2013,5,20,Lincoln,55355,7510,46606,1239,0.022382801914912834
2013-05-17,2013,5,20,Lincoln,56574,9250,45968,1356,0.023968607487538447
2013-05-18,2013,5,20,Lincoln,58623,12303,45105,1215,0.02072565375364618
2013-05-19,2013,5,20,Lincoln,56304,11104,44145,1055,0.018737567490764422
2013-05-20,2013,5,21,Lincoln,52684,7463,43902,1319,0.025036064080176144
2013-05-21,2013,5,21,Lincoln,54008,7183,45558,1269,0.023496519034217154
2013-05-22,2013,5,21,Lincoln,53857,7069,45493,1295,0.02404515661845257
2013-05-23,2013,5,21,Lincoln,53923,7370,45257,1298,0.024071361014780336
2013-05-24,2013,5,21,Lincoln,50843,8336,41120,1387,0.02728005821843715
2013-05-25,2013,5,21,Lincoln,44862,10210,33710,942,0.020997726360839908
2013-05-26,2013,5,21,Lincoln,45864,10571,34379,914,0.0199284842141985
2013-05-27,2013,5,22,Lincoln,45427,8970,35486,971,0.02137495322165232
2013-05-28,2013,5,22,Lincoln,51338,6950,42905,1483,0.02888698430012856
2013-05-29,2013,5,22,Lincoln,52436,6873,44243,1320,0.025173544892821725
2013-05-30,2013,5,22,Lincoln,54392,7162,45692,1539,0.028294602147374615
2013-05-31,2013,5,22,Lincoln,53604,8206,43875,1523,0.02841205880158197
2013-06-01,2013,6,22,Lincoln,54157,11220,41746,1191,0.021991616965489225
2013-06-02,2013,6,22,Lincoln,52563,10493,40984,1086,0.020660921180297928
2013-06-03,2013,6,23,Lincoln,51307,7463,42423,1421,0.02769602588340772
2013-06-04,2013,6,23,Lincoln,51939,6555,44157,1227,0.023623866458730432
2013-06-05,2013,6,23,Lincoln,53476,6898,45351,1227,0.02294487246615304
2013-06-06,2013,6,23,Lincoln,54077,7156,45726,1195,0.02209811934833663
2013-06-07,2013,6,23,Lincoln,50267,7600,41490,1178,0.023434857859032765
2013-06-08,2013,6,23,Lincoln,52136,10676,40384,1076,0.020638330520177994
2013-06-09,2013,6,23,Lincoln,51671,10287,40366,1018,0.01970157341642314
2013-06-10,2013,6,24,Lincoln,50164,6914,42077,1173,0.023383302766924487
2013-06-11,2013,6,24,Lincoln,52441,6689,44543,1210,0.023073549322095308
2013-06-12,2013,6,24,Lincoln,53958,7179,45566,1213,0.02248044775566181
2013-06-13,2013,6,24,Lincoln,50559,6850,42561,1148,0.022706145295595247
2013-06-14,2013,6,24,Lincoln,54050,8535,44276,1239,0.022923219241443107
2013-06-15,2013,6,24,Lincoln,54578,11536,41907,1135,0.020795925098024845
2013-06-16,2013,6,24,Lincoln,55464,10544,43919,1001,0.018047742679936536
2013-06-17,2013,6,25,Lincoln,50899,7023,42608,1268,0.024912080787441795
2013-06-18,2013,6,25,Lincoln,52486,6955,44227,1304,0.024844720496894408
2013-06-19,2013,6,25,Lincoln,54418,7174,46016,1228,0.022566062699841963
2013-06-20,2013,6,25,Lincoln,55826,7701,46882,1243,0.02226561100562462
2013-06-21,2013,6,25,Lincoln,54465,9125,44129,1211,0.022234462498852473
2013-06-22,2013,6,25,Lincoln,56799,12024,43664,1111,0.01956020352470994
2013-06-23,2013,6,25,Lincoln,57947,11602,45219,1126,0.019431549519388407
2013-06-24,2013,6,26,Lincoln,50840,7320,42314,1206,0.023721479150275372
2013-06-25,2013,6,26,Lincoln,51281,7067,42812,1402,0.02733956046098945
2013-06-26,2013,6,26,Lincoln,53812,7371,45168,1273,0.02365643350925444
2013-06-27,2013,6,26,Lincoln,54315,7788,45177,1350,0.024855012427506214
2013-06-28,2013,6,26,Lincoln,54815,9390,44123,1303,0.023770865638967437
2013-06-29,2013,6,26,Lincoln,55142,12327,41530,1285,0.023303471038409924
2013-06-30,2013,6,26,Lincoln,51508,11027,39422,1059,0.020559913023219693
2013-07-01,2013,7,27,Lincoln,51091,7968,41822,1301,0.02546436750112544
2013-07-02,2013,7,27,Lincoln,51052,7695,42133,1224,0.023975554336754683
2013-07-03,2013,7,27,Lincoln,51221,8404,41575,1242,0.024247867085765602
2013-07-04,2013,7,27,Lincoln,30995,7832,22428,735,0.023713502177770608
2013-07-05,2013,7,27,Lincoln,45760,9333,35250,1178,0.02574300699300699
2013-07-06,2013,7,27,Lincoln,44759,10576,33121,1062,0.023727071650394334
2013-07-07,2013,7,27,Lincoln,51535,10749,39750,1036,0.02010284272824294
2013-07-08,2013,7,28,Lincoln,51217,7814,42115,1288,0.02514790011129117
2013-07-09,2013,7,28,Lincoln,50306,7238,41782,1286,0.0255635510674671
2013-07-10,2013,7,28,Lincoln,50646,7021,42328,1297,0.02560913003988469
2013-07-11,2013,7,28,Lincoln,52059,7566,43216,1277,0.024529860350755873
2013-07-12,2013,7,28,Lincoln,53195,8658,43296,1241,0.023329260268822257
2013-07-13,2013,7,28,Lincoln,51603,11098,39427,1078,0.020890258318314828
2013-07-14,2013,7,28,Lincoln,55585,10891,43409,1285,0.0231177475937753
2013-07-15,2013,7,29,Lincoln,50074,7349,41230,1496,0.029875783839916924
2013-07-16,2013,7,29,Lincoln,50073,6814,41947,1312,0.026201745451640605
2013-07-17,2013,7,29,Lincoln,52495,7229,44001,1267,0.024135631964949042
2013-07-18,2013,7,29,Lincoln,53174,7548,44233,1393,0.026197013578064466
2013-07-19,2013,7,29,Lincoln,51516,8527,41641,1348,0.026166627843776692
2013-07-20,2013,7,29,Lincoln,50534,11044,38332,1158,0.02291526497011913
2013-07-21,2013,7,29,Lincoln,54788,11327,42371,1090,0.019894867489231218
2013-07-22,2013,7,30,Lincoln,51337,7685,42340,1313,0.02557609521397822
2013-07-23,2013,7,30,Lincoln,51226,7177,42799,1250,0.02440167102643189
2013-07-24,2013,7,30,Lincoln,53053,7262,44553,1238,0.02333515541062711
2013-07-25,2013,7,30,Lincoln,53537,7652,44609,1276,0.023833983973700432
2013-07-26,2013,7,30,Lincoln,53770,9151,43333,1286,0.023916682164775896
2013-07-27,2013,7,30,Lincoln,54136,12346,40555,1235,0.0228129156199202
2013-07-28,2013,7,30,Lincoln,54480,11509,41947,1024,0.018795888399412628
2013-07-29,2013,7,31,Lincoln,50853,7706,41915,1232,0.024226692623837334
2013-07-30,2013,7,31,Lincoln,50993,7310,42402,1282,0.02514070558704136
2013-07-31,2013,7,31,Lincoln,52265,7591,43446,1228,0.023495647182627
2013-08-01,2013,8,31,Lincoln,52403,7651,43567,1185,0.022613209167414078
2013-08-02,2013,8,31,Lincoln,53540,9305,43000,1235,0.0230668658946582
2013-08-03,2013,8,31,Lincoln,51359,11716,38568,1075,0.020931092895110887
2013-08-04,2013,8,31,Lincoln,58432,12376,44939,1117,0.019116237677984666
2013-08-05,2013,8,32,Lincoln,51904,7936,42740,1229,0.023678329223181256
2013-08-06,2013,8,32,Lincoln,51092,7220,42648,1224,0.023956783840914427
2013-08-07,2013,8,32,Lincoln,52836,7431,44237,1168,0.022106139753198577
2013-08-08,2013,8,32,Lincoln,52202,7707,43292,1204,0.023064250411861616
2013-08-09,2013,8,32,Lincoln,52848,9366,42219,1264,0.023917650620647896
2013-08-10,2013,8,32,Lincoln,54102,12252,40668,1182,0.021847621160031052
2013-08-11,2013,8,32,Lincoln,54443,11935,41389,1119,0.020553606524254725
2013-08-12,2013,8,33,Lincoln,50427,7677,41484,1266,0.025105598191445058
2013-08-13,2013,8,33,Lincoln,50525,7306,42028,1191,0.023572488866897577
2013-08-14,2013,8,33,Lincoln,53567,7949,44381,1238,0.023111243862825995
2013-08-15,2013,8,33,Lincoln,56405,8650,46457,1299,0.023029873238188104
2013-08-16,2013,8,33,Lincoln,54647,9473,43751,1423,0.02603985580178235
2013-08-17,2013,8,33,Lincoln,57293,13180,42826,1287,0.02246347721362121
2013-08-18,2013,8,33,Lincoln,54604,11877,41574,1153,0.021115669181744928
2013-08-19,2013,8,34,Lincoln,51514,7749,42474,1292,0.025080560624296307
2013-08-20,2013,8,34,Lincoln,51177,7355,42629,1193,0.023311253101979405
2013-08-21,2013,8,34,Lincoln,53821,7675,44755,1391,0.02584493041749503
2013-08-22,2013,8,34,Lincoln,53782,7901,44638,1244,0.023130415380610614
2013-08-23,2013,8,34,Lincoln,54461,9397,43710,1355,0.024880189493398947
2013-08-24,2013,8,34,Lincoln,58162,12798,43927,1437,0.02470685327189574
2013-08-25,2013,8,34,Lincoln,58759,12649,44918,1192,0.020286254020660664
2013-08-26,2013,8,35,Lincoln,50606,7488,41745,1375,0.027170691222384698
2013-08-27,2013,8,35,Lincoln,50326,7042,42116,1168,0.023208679410245202
2013-08-28,2013,8,35,Lincoln,52122,7288,43603,1232,0.0236368520010744
2013-08-29,2013,8,35,Lincoln,54264,8036,45004,1224,0.022556390977443608
2013-08-30,2013,8,35,Lincoln,52853,9770,41760,1323,0.025031691673131136
2013-08-31,2013,8,35,Lincoln,51485,12765,37559,1161,0.022550257356511606
2013-09-01,2013,9,35,Lincoln,47558,11842,34774,942,0.0198073930779259
2013-09-02,2013,9,36,Lincoln,41792,8735,32230,827,0.019788476263399694
2013-09-03,2013,9,36,Lincoln,50735,7197,42125,1413,0.027850596235340495
2013-09-04,2013,9,36,Lincoln,51578,6829,43428,1321,0.025611694908681995
2013-09-05,2013,9,36,Lincoln,51679,7048,43380,1251,0.02420712475086592
2013-09-06,2013,9,36,Lincoln,53079,8292,43557,1230,0.023173006273667553
2013-09-07,2013,9,36,Lincoln,55965,11308,43465,1192,0.021299026177074958
2013-09-08,2013,9,36,Lincoln,52446,10157,41234,1055,0.02011592876482477
2013-09-09,2013,9,37,Lincoln,50644,6624,42639,1381,0.02726877813758787
2013-09-10,2013,9,37,Lincoln,51403,6211,43925,1267,0.0246483668268389
2013-09-11,2013,9,37,Lincoln,50372,6259,42910,1203,0.023882315572143254
2013-09-12,2013,9,37,Lincoln,54082,6842,45894,1346,0.024888132835324137
2013-09-13,2013,9,37,Lincoln,53312,8043,43914,1355,0.02541641656662665
2013-09-14,2013,9,37,Lincoln,52722,10861,40703,1158,0.021964265392056447
2013-09-15,2013,9,37,Lincoln,53093,9949,42056,1088,0.020492343623453185
2013-09-16,2013,9,38,Lincoln,50449,6726,42451,1272,0.025213582033340603
2013-09-17,2013,9,38,Lincoln,52073,6597,44295,1181,0.02267969965241104
2013-09-18,2013,9,38,Lincoln,52620,6740,44726,1154,0.02193082478145192
2013-09-19,2013,9,38,Lincoln,52437,6836,44242,1359,0.02591681446306997
2013-09-20,2013,9,38,Lincoln,54131,8210,44647,1274,0.023535497219707747
2013-09-21,2013,9,38,Lincoln,55917,11059,43720,1138,0.020351592538941646
2013-09-22,2013,9,38,Lincoln,54231,10228,42861,1142,0.02105806641957552
2013-09-23,2013,9,39,Lincoln,49808,6597,42029,1182,0.023731127529714104
2013-09-24,2013,9,39,Lincoln,50593,6275,43082,1236,0.024430257150198646
2013-09-25,2013,9,39,Lincoln,51470,6415,43873,1183,0.02298426267728774
2013-09-26,2013,9,39,Lincoln,52937,6903,44734,1300,0.02455749286888188
2013-09-27,2013,9,39,Lincoln,53767,8365,44191,1211,0.022523108970186174
2013-09-28,2013,9,39,Lincoln,57167,11341,44327,1499,0.026221421449437614
2013-09-29,2013,9,39,Lincoln,51694,10112,40314,1268,0.024528958873370216
2013-09-30,2013,9,40,Lincoln,52392,6966,44054,1372,0.02618720415330585
2013-10-01,2013,10,40,Lincoln,51566,6380,43977,1209,0.02344568126284761
2013-10-02,2013,10,40,Lincoln,52185,6498,44549,1138,0.02180703267222382
2013-10-03,2013,10,40,Lincoln,53444,6764,45421,1259,0.023557368460444577
2013-10-04,2013,10,40,Lincoln,53281,7963,44070,1249,0.02344175221936525
2013-10-05,2013,10,40,Lincoln,55230,11046,43068,1116,0.02020640956002173
2013-10-06,2013,10,40,Lincoln,51592,9699,40845,1048,0.020313226856877035
2013-10-07,2013,10,41,Lincoln,48779,6358,41167,1254,0.025707784087414667
2013-10-08,2013,10,41,Lincoln,50560,6291,43098,1172,0.02318037974683544
2013-10-09,2013,10,41,Lincoln,52526,6567,44788,1171,0.022293721204736702
2013-10-10,2013,10,41,Lincoln,54414,7090,46116,1208,0.022200169074135332
2013-10-11,2013,10,41,Lincoln,55089,8872,44974,1243,0.022563488173682585
2013-10-12,2013,10,41,Lincoln,56320,11724,43401,1195,0.021218039772727272
2013-10-13,2013,10,41,Lincoln,56173,11093,44029,1051,0.018710056432805797
2013-10-14,2013,10,42,Lincoln,49947,7326,41359,1262,0.025266782789757143
2013-10-15,2013,10,42,Lincoln,52559,6651,44544,1364,0.02595178751498316
2013-10-16,2013,10,42,Lincoln,52094,6527,44385,1182,0.022689753138557225
2013-10-17,2013,10,42,Lincoln,53491,6667,45510,1314,0.024564880073283356
2013-10-18,2013,10,42,Lincoln,54600,8145,44933,1523,0.027893772893772893
2013-10-19,2013,10,42,Lincoln,57031,11159,44439,1433,0.02512668548684049
2013-10-20,2013,10,42,Lincoln,53745,10117,42343,1285,0.02390920085589357
2013-10-21,2013,10,43,Lincoln,50681,6542,42654,1486,0.029320652710088595
2013-10-22,2013,10,43,Lincoln,51174,6186,43580,1408,0.02751397193887521
2013-10-23,2013,10,43,Lincoln,51944,6212,44363,1370,0.026374557215462807
2013-10-24,2013,10,43,Lincoln,54333,6831,46094,1409,0.025932674433585483
2013-10-25,2013,10,43,Lincoln,54534,7911,45236,1387,0.025433674404958376
2013-10-26,2013,10,43,Lincoln,52971,10447,41397,1127,0.021275792414717488
2013-10-27,2013,10,43,Lincoln,49467,9642,38829,996,0.020134635211353023
2013-10-28,2013,10,44,Lincoln,50266,6493,42412,1361,0.027075955914534676
2013-10-29,2013,10,44,Lincoln,51469,6170,43940,1359,0.02640424333093707
2013-10-30,2013,10,44,Lincoln,52420,6458,44696,1267,0.02417016405951927
2013-10-31,2013,10,44,Lincoln,50701,6733,42737,1231,0.024279600007889392
2013-11-01,2013,11,44,Lincoln,53729,7834,44654,1241,0.023097396192000595
2013-11-02,2013,11,44,Lincoln,54029,10341,42598,1090,0.020174350811601176
2013-11-03,2013,11,44,Lincoln,47774,8632,38277,865,0.018106082806547494
2013-11-04,2013,11,45,Lincoln,49692,6202,42327,1164,0.023424293648877083
2013-11-05,2013,11,45,Lincoln,49598,5964,42581,1053,0.021230694786080084
2013-11-06,2013,11,45,Lincoln,53535,6322,46001,1212,0.02263939478845615
2013-11-07,2013,11,45,Lincoln,54403,6647,46535,1222,0.022461996581070898
2013-11-08,2013,11,45,Lincoln,56270,8242,46751,1277,0.022694153189976897
2013-11-09,2013,11,45,Lincoln,55031,10731,43048,1252,0.02275081317802693
2013-11-10,2013,11,45,Lincoln,51573,9433,41032,1108,0.021484109902468344
2013-11-11,2013,11,46,Lincoln,48735,6657,40731,1347,0.027639273622653122
2013-11-12,2013,11,46,Lincoln,50937,5990,43612,1336,0.026228478316351573
2013-11-13,2013,11,46,Lincoln,52237,6131,44804,1302,0.024924861688075502
2013-11-14,2013,11,46,Lincoln,53127,6400,45345,1382,0.02601313832890997
2013-11-15,2013,11,46,Lincoln,54881,8470,45118,1293,0.023560066325322062
2013-11-16,2013,11,46,Lincoln,56284,10826,44178,1280,0.022741809395210005
2013-11-17,2013,11,46,Lincoln,54880,10182,43697,1001,0.018239795918367347
2013-11-18,2013,11,47,Lincoln,51316,6364,43810,1143,0.022273754774339388
2013-11-19,2013,11,47,Lincoln,52132,6066,44906,1160,0.02225120847080488
2013-11-20,2013,11,47,Lincoln,53385,6193,46004,1188,0.02225344197808373
2013-11-21,2013,11,47,Lincoln,54257,6546,46598,1114,0.020531912932893453
2013-11-22,2013,11,47,Lincoln,53771,7731,44827,1213,0.022558628256867084
2013-11-23,2013,11,47,Lincoln,54024,10239,42647,1138,0.021064711979860803
2013-11-24,2013,11,47,Lincoln,46977,8967,37143,867,0.018455840091959896
2013-11-25,2013,11,48,Lincoln,51820,6744,43865,1212,0.023388653029718254
2013-11-26,2013,11,48,Lincoln,52088,6831,44034,1223,0.023479496237137153
2013-11-27,2013,11,48,Lincoln,50027,8075,40807,1145,0.022887640674036022
2013-11-28,2013,11,48,Lincoln,43480,8767,33802,911,0.02095216191352346
2013-11-29,2013,11,48,Lincoln,45735,9185,35397,1153,0.02521045151415765
2013-11-30,2013,11,48,Lincoln,54050,10650,42059,1341,0.02481036077705828
2013-12-01,2013,12,48,Lincoln,51724,10003,40638,1083,0.02093805583481556
2013-12-02,2013,12,49,Lincoln,50927,6514,43321,1092,0.02144245685000098
2013-12-03,2013,12,49,Lincoln,51988,6003,44933,1053,0.020254674155574363
2013-12-04,2013,12,49,Lincoln,52472,6259,45187,1027,0.019572343345022107
2013-12-05,2013,12,49,Lincoln,54622,6742,46815,1065,0.01949763831423236
2013-12-06,2013,12,49,Lincoln,53454,7217,45135,1102,0.020615856624387325
